text,word_count,summary,classification,Framework,framework_Name,doc_name,doc_link,fileTitle
"in the ICT Environment known to be exploitable where a security patch is not immediately available;remove or disable any extraneous interfaces, services or capabilities that are not needed for the provision of the Services (in order to reduce the attack surface of the ICT Environment);",45,"Title: RM6116 Call Off Schedule 9 Security VFinal

Global Theme: Security requirements and management for contractual engagements.

Key Topics: 
- Definition and handling of security breaches.
- Development and maintenance of a Security Management Plan (SMP).
- Implementation and compliance with Information Security Management System (ISMS).
- Security standards and policies adherence.
- Procedures for security testing and audits.
- Managing and communicating security incidents.
- Ensuring secure data processing, storage, and transmission.
- Systematic vulnerability management and patching policies.

Summary: The document titled ""RM6116 Call Off Schedule 9 Security VFinal"" details security requirements for contracts under the Network Services 3 framework. It outlines definitions and protocols for handling unauthorized access or breaches of deliverables, ICT, and data, emphasizing the need for a robust Security Management Plan prepared by the supplier. Compliance with established security policies and standards, conducting regular security tests, and maintaining an Information Security Management System (ISMS) are crucial elements. It also specifies procedures for managing and reporting security incidents, ensuring secure communications, and handling vulnerabilities through timely application of patches. The document underlines the importance of maintaining high security standards to protect sensitive information in all contractual engagements.",details,RM6116,Network Services 3,C:\Users\Naresh.Sampara\PycharmProjects\P16_Webpilot_API\Data\RM6116\RM6116-Call-Off-Schedule-9-Security-vFinal.odt,http://nvd.nist.gov/cvss.cfm,Rm6116-call-off-schedule-9-security-vfinal
"andinform the Buyer when it becomes aware of any new threat, vulnerability or exploitation technique that has the potential to affect the security of the ICT Environment and provide initial indications of possible mitigations.If the Supplier is unlikely to be able to mitigate the vulnerability within the timescales under this Paragraph 9, the Supplier shall immediately notify the Buyer.A failure to comply with Paragraph 9.3 shall constitute a Default, and the Supplier shall comply with the Rectification Plan Process.Part B – Annex 1:Baseline security requirementsHandling Classified informationThe Supplier shall not handle Buyer information classified SECRET or TOP SECRET except if there is a specific requirement and in this case prior to receipt of such information the Supplier shall seek additional",120,"Title: RM6116 Call Off Schedule 9 Security VFinal

Global Theme: Security requirements and management for contractual engagements.

Key Topics: 
- Definition and handling of security breaches.
- Development and maintenance of a Security Management Plan (SMP).
- Implementation and compliance with Information Security Management System (ISMS).
- Security standards and policies adherence.
- Procedures for security testing and audits.
- Managing and communicating security incidents.
- Ensuring secure data processing, storage, and transmission.
- Systematic vulnerability management and patching policies.

Summary: The document titled ""RM6116 Call Off Schedule 9 Security VFinal"" details security requirements for contracts under the Network Services 3 framework. It outlines definitions and protocols for handling unauthorized access or breaches of deliverables, ICT, and data, emphasizing the need for a robust Security Management Plan prepared by the supplier. Compliance with established security policies and standards, conducting regular security tests, and maintaining an Information Security Management System (ISMS) are crucial elements. It also specifies procedures for managing and reporting security incidents, ensuring secure communications, and handling vulnerabilities through timely application of patches. The document underlines the importance of maintaining high security standards to protect sensitive information in all contractual engagements.",details,RM6116,Network Services 3,C:\Users\Naresh.Sampara\PycharmProjects\P16_Webpilot_API\Data\RM6116\RM6116-Call-Off-Schedule-9-Security-vFinal.odt,http://nvd.nist.gov/cvss.cfm,Rm6116-call-off-schedule-9-security-vfinal
"and in this case prior to receipt of such information the Supplier shall seek additional specific guidance from the Buyer.End user devicesWhen Government Data resides on a mobile, removable or physically uncontrolled device it must be stored encrypted using a product or system component which has been formally assured through a recognised certification process of the National Cyber Security Centre (“NCSC”) to at least Foundation Grade.Devices used to access or manage Government Data and services must be under the management authority of Buyer or Supplier and have a minimum set of security policy configuration enforced.",95,"Title: RM6116 Call Off Schedule 9 Security VFinal

Global Theme: Security requirements and management for contractual engagements.

Key Topics: 
- Definition and handling of security breaches.
- Development and maintenance of a Security Management Plan (SMP).
- Implementation and compliance with Information Security Management System (ISMS).
- Security standards and policies adherence.
- Procedures for security testing and audits.
- Managing and communicating security incidents.
- Ensuring secure data processing, storage, and transmission.
- Systematic vulnerability management and patching policies.

Summary: The document titled ""RM6116 Call Off Schedule 9 Security VFinal"" details security requirements for contracts under the Network Services 3 framework. It outlines definitions and protocols for handling unauthorized access or breaches of deliverables, ICT, and data, emphasizing the need for a robust Security Management Plan prepared by the supplier. Compliance with established security policies and standards, conducting regular security tests, and maintaining an Information Security Management System (ISMS) are crucial elements. It also specifies procedures for managing and reporting security incidents, ensuring secure communications, and handling vulnerabilities through timely application of patches. The document underlines the importance of maintaining high security standards to protect sensitive information in all contractual engagements.",details,RM6116,Network Services 3,C:\Users\Naresh.Sampara\PycharmProjects\P16_Webpilot_API\Data\RM6116\RM6116-Call-Off-Schedule-9-Security-vFinal.odt,http://nvd.nist.gov/cvss.cfm,Rm6116-call-off-schedule-9-security-vfinal
"These devices must be placed into a ‘known good’ state prior to being provisioned into the management authority of the Buyer. Unless otherwise agreed with the Buyer in writing, all Supplier devices are expected to meet the set of security requirements set out in the End User Devices Security Guidance (https://www.ncsc.gov.uk/guidance/end-user-device-security). Where the guidance highlights shortcomings in a particular platform the Supplier may wish to use, then these should be discussed with the Buyer and a joint decision shall be taken on whether the residual risks are acceptable.",88,"Title: RM6116 Call Off Schedule 9 Security VFinal

Global Theme: Security requirements and management for contractual engagements.

Key Topics: 
- Definition and handling of security breaches.
- Development and maintenance of a Security Management Plan (SMP).
- Implementation and compliance with Information Security Management System (ISMS).
- Security standards and policies adherence.
- Procedures for security testing and audits.
- Managing and communicating security incidents.
- Ensuring secure data processing, storage, and transmission.
- Systematic vulnerability management and patching policies.

Summary: The document titled ""RM6116 Call Off Schedule 9 Security VFinal"" details security requirements for contracts under the Network Services 3 framework. It outlines definitions and protocols for handling unauthorized access or breaches of deliverables, ICT, and data, emphasizing the need for a robust Security Management Plan prepared by the supplier. Compliance with established security policies and standards, conducting regular security tests, and maintaining an Information Security Management System (ISMS) are crucial elements. It also specifies procedures for managing and reporting security incidents, ensuring secure communications, and handling vulnerabilities through timely application of patches. The document underlines the importance of maintaining high security standards to protect sensitive information in all contractual engagements.",details,RM6116,Network Services 3,C:\Users\Naresh.Sampara\PycharmProjects\P16_Webpilot_API\Data\RM6116\RM6116-Call-Off-Schedule-9-Security-vFinal.odt,http://nvd.nist.gov/cvss.cfm,Rm6116-call-off-schedule-9-security-vfinal
"Where the Supplier wishes to deviate from the NCSC guidance, then this should be agreed in writing on a case by case basis with the Buyer.Data Processing, Storage, Management and DestructionThe Supplier and Buyer recognise the need for the Buyer’s information to be safeguarded under the UK Data Protection regime or a similar regime.",54,"Title: RM6116 Call Off Schedule 9 Security VFinal

Global Theme: Security requirements and management for contractual engagements.

Key Topics: 
- Definition and handling of security breaches.
- Development and maintenance of a Security Management Plan (SMP).
- Implementation and compliance with Information Security Management System (ISMS).
- Security standards and policies adherence.
- Procedures for security testing and audits.
- Managing and communicating security incidents.
- Ensuring secure data processing, storage, and transmission.
- Systematic vulnerability management and patching policies.

Summary: The document titled ""RM6116 Call Off Schedule 9 Security VFinal"" details security requirements for contracts under the Network Services 3 framework. It outlines definitions and protocols for handling unauthorized access or breaches of deliverables, ICT, and data, emphasizing the need for a robust Security Management Plan prepared by the supplier. Compliance with established security policies and standards, conducting regular security tests, and maintaining an Information Security Management System (ISMS) are crucial elements. It also specifies procedures for managing and reporting security incidents, ensuring secure communications, and handling vulnerabilities through timely application of patches. The document underlines the importance of maintaining high security standards to protect sensitive information in all contractual engagements.",details,RM6116,Network Services 3,C:\Users\Naresh.Sampara\PycharmProjects\P16_Webpilot_API\Data\RM6116\RM6116-Call-Off-Schedule-9-Security-vFinal.odt,http://nvd.nist.gov/cvss.cfm,Rm6116-call-off-schedule-9-security-vfinal
"To that end, the Supplier must be able to state to the Buyer the physical locations in which data may be stored, processed and managed from, and what legal and regulatory frameworks Government Data will be subject to at all times.The Supplier shall agree any change in location of data storage, processing and administration with the Buyer in accordance with Clause 14 (Data protection).The Supplier shall:provide the Buyer with all Government Data on demand in an agreed open format;have documented processes to guarantee availability of Government Data in the event of the Supplier ceasing to trade;securely destroy all media that has held Government Data at the end of life of that media in line with Good Industry Practice;",118,"Title: RM6116 Call Off Schedule 9 Security VFinal

Global Theme: Security requirements and management for contractual engagements.

Key Topics: 
- Definition and handling of security breaches.
- Development and maintenance of a Security Management Plan (SMP).
- Implementation and compliance with Information Security Management System (ISMS).
- Security standards and policies adherence.
- Procedures for security testing and audits.
- Managing and communicating security incidents.
- Ensuring secure data processing, storage, and transmission.
- Systematic vulnerability management and patching policies.

Summary: The document titled ""RM6116 Call Off Schedule 9 Security VFinal"" details security requirements for contracts under the Network Services 3 framework. It outlines definitions and protocols for handling unauthorized access or breaches of deliverables, ICT, and data, emphasizing the need for a robust Security Management Plan prepared by the supplier. Compliance with established security policies and standards, conducting regular security tests, and maintaining an Information Security Management System (ISMS) are crucial elements. It also specifies procedures for managing and reporting security incidents, ensuring secure communications, and handling vulnerabilities through timely application of patches. The document underlines the importance of maintaining high security standards to protect sensitive information in all contractual engagements.",details,RM6116,Network Services 3,C:\Users\Naresh.Sampara\PycharmProjects\P16_Webpilot_API\Data\RM6116\RM6116-Call-Off-Schedule-9-Security-vFinal.odt,http://nvd.nist.gov/cvss.cfm,Rm6116-call-off-schedule-9-security-vfinal
"andsecurely erase any or all Government Data held by the Supplier when requested to do so by the Buyer.Ensuring secure communicationsThe Buyer requires that any Government Data transmitted over any public network (including the Internet, mobile networks or un-protected enterprise network) or to a mobile device must be encrypted using a product or system component which has been formally assured through a certification process recognised by NCSC, to at least Foundation Grade.The Buyer requires that the configuration and use of all networking equipment to provide the Services, including those that are located in secure physical locations, are at least compliant with Good Industry Practice.Security by designThe Supplier shall apply the ‘principle of least privilege’ (the practice of limiting systems, processes",120,"Title: RM6116 Call Off Schedule 9 Security VFinal

Global Theme: Security requirements and management for contractual engagements.

Key Topics: 
- Definition and handling of security breaches.
- Development and maintenance of a Security Management Plan (SMP).
- Implementation and compliance with Information Security Management System (ISMS).
- Security standards and policies adherence.
- Procedures for security testing and audits.
- Managing and communicating security incidents.
- Ensuring secure data processing, storage, and transmission.
- Systematic vulnerability management and patching policies.

Summary: The document titled ""RM6116 Call Off Schedule 9 Security VFinal"" details security requirements for contracts under the Network Services 3 framework. It outlines definitions and protocols for handling unauthorized access or breaches of deliverables, ICT, and data, emphasizing the need for a robust Security Management Plan prepared by the supplier. Compliance with established security policies and standards, conducting regular security tests, and maintaining an Information Security Management System (ISMS) are crucial elements. It also specifies procedures for managing and reporting security incidents, ensuring secure communications, and handling vulnerabilities through timely application of patches. The document underlines the importance of maintaining high security standards to protect sensitive information in all contractual engagements.",details,RM6116,Network Services 3,C:\Users\Naresh.Sampara\PycharmProjects\P16_Webpilot_API\Data\RM6116\RM6116-Call-Off-Schedule-9-Security-vFinal.odt,http://nvd.nist.gov/cvss.cfm,Rm6116-call-off-schedule-9-security-vfinal
"designThe Supplier shall apply the ‘principle of least privilege’ (the practice of limiting systems, processes and user access to the minimum possible level) to the design and configuration of IT systems which will process or store Government Data.When designing and configuring the ICT Environment (to the extent that the ICT Environment is within the control of the Supplier) the Supplier shall follow Good Industry Practice and seek guidance from recognised security professionals with the appropriate skills and/or a NCSC certification (https://www.ncsc.gov.uk/section/products-services/ncsc-certification) for all bespoke or complex components of the ICT Environment (to the extent that the ICT Environment is within the control of the Supplier).Security of Supplier StaffSupplier Staff shall be subject to pre-employment checks that include, as a minimum:",120,"Title: RM6116 Call Off Schedule 9 Security VFinal

Global Theme: Security requirements and management for contractual engagements.

Key Topics: 
- Definition and handling of security breaches.
- Development and maintenance of a Security Management Plan (SMP).
- Implementation and compliance with Information Security Management System (ISMS).
- Security standards and policies adherence.
- Procedures for security testing and audits.
- Managing and communicating security incidents.
- Ensuring secure data processing, storage, and transmission.
- Systematic vulnerability management and patching policies.

Summary: The document titled ""RM6116 Call Off Schedule 9 Security VFinal"" details security requirements for contracts under the Network Services 3 framework. It outlines definitions and protocols for handling unauthorized access or breaches of deliverables, ICT, and data, emphasizing the need for a robust Security Management Plan prepared by the supplier. Compliance with established security policies and standards, conducting regular security tests, and maintaining an Information Security Management System (ISMS) are crucial elements. It also specifies procedures for managing and reporting security incidents, ensuring secure communications, and handling vulnerabilities through timely application of patches. The document underlines the importance of maintaining high security standards to protect sensitive information in all contractual engagements.",details,RM6116,Network Services 3,C:\Users\Naresh.Sampara\PycharmProjects\P16_Webpilot_API\Data\RM6116\RM6116-Call-Off-Schedule-9-Security-vFinal.odt,http://nvd.nist.gov/cvss.cfm,Rm6116-call-off-schedule-9-security-vfinal
"of Supplier StaffSupplier Staff shall be subject to pre-employment checks that include, as a minimum:",15,"Title: RM6116 Call Off Schedule 9 Security VFinal

Global Theme: Security requirements and management for contractual engagements.

Key Topics: 
- Definition and handling of security breaches.
- Development and maintenance of a Security Management Plan (SMP).
- Implementation and compliance with Information Security Management System (ISMS).
- Security standards and policies adherence.
- Procedures for security testing and audits.
- Managing and communicating security incidents.
- Ensuring secure data processing, storage, and transmission.
- Systematic vulnerability management and patching policies.

Summary: The document titled ""RM6116 Call Off Schedule 9 Security VFinal"" details security requirements for contracts under the Network Services 3 framework. It outlines definitions and protocols for handling unauthorized access or breaches of deliverables, ICT, and data, emphasizing the need for a robust Security Management Plan prepared by the supplier. Compliance with established security policies and standards, conducting regular security tests, and maintaining an Information Security Management System (ISMS) are crucial elements. It also specifies procedures for managing and reporting security incidents, ensuring secure communications, and handling vulnerabilities through timely application of patches. The document underlines the importance of maintaining high security standards to protect sensitive information in all contractual engagements.",details,RM6116,Network Services 3,C:\Users\Naresh.Sampara\PycharmProjects\P16_Webpilot_API\Data\RM6116\RM6116-Call-Off-Schedule-9-Security-vFinal.odt,http://nvd.nist.gov/cvss.cfm,Rm6116-call-off-schedule-9-security-vfinal
"identity, unspent criminal convictions and right to work.The Supplier shall agree on a case by case basis Supplier Staff roles which require specific government clearances (such as ‘SC’) including system administrators with privileged access to IT systems which store or process Government Data.The Supplier shall prevent Supplier Staff who are unable to obtain the required security clearances from accessing systems which store, process, or are used to manage Government Data except where agreed with the Buyer in writing.All Supplier Staff that have the ability to access Government Data or systems holding Government Data shall undergo regular training on secure information management principles.",102,"Title: RM6116 Call Off Schedule 9 Security VFinal

Global Theme: Security requirements and management for contractual engagements.

Key Topics: 
- Definition and handling of security breaches.
- Development and maintenance of a Security Management Plan (SMP).
- Implementation and compliance with Information Security Management System (ISMS).
- Security standards and policies adherence.
- Procedures for security testing and audits.
- Managing and communicating security incidents.
- Ensuring secure data processing, storage, and transmission.
- Systematic vulnerability management and patching policies.

Summary: The document titled ""RM6116 Call Off Schedule 9 Security VFinal"" details security requirements for contracts under the Network Services 3 framework. It outlines definitions and protocols for handling unauthorized access or breaches of deliverables, ICT, and data, emphasizing the need for a robust Security Management Plan prepared by the supplier. Compliance with established security policies and standards, conducting regular security tests, and maintaining an Information Security Management System (ISMS) are crucial elements. It also specifies procedures for managing and reporting security incidents, ensuring secure communications, and handling vulnerabilities through timely application of patches. The document underlines the importance of maintaining high security standards to protect sensitive information in all contractual engagements.",details,RM6116,Network Services 3,C:\Users\Naresh.Sampara\PycharmProjects\P16_Webpilot_API\Data\RM6116\RM6116-Call-Off-Schedule-9-Security-vFinal.odt,http://nvd.nist.gov/cvss.cfm,Rm6116-call-off-schedule-9-security-vfinal
"Unless otherwise agreed with the Buyer in writing, this training must be undertaken annually.Where the Supplier or Subcontractors grants increased ICT privileges or access rights to Supplier Staff, those Supplier Staff shall be granted only those permissions necessary for them to carry out their duties.",45,"Title: RM6116 Call Off Schedule 9 Security VFinal

Global Theme: Security requirements and management for contractual engagements.

Key Topics: 
- Definition and handling of security breaches.
- Development and maintenance of a Security Management Plan (SMP).
- Implementation and compliance with Information Security Management System (ISMS).
- Security standards and policies adherence.
- Procedures for security testing and audits.
- Managing and communicating security incidents.
- Ensuring secure data processing, storage, and transmission.
- Systematic vulnerability management and patching policies.

Summary: The document titled ""RM6116 Call Off Schedule 9 Security VFinal"" details security requirements for contracts under the Network Services 3 framework. It outlines definitions and protocols for handling unauthorized access or breaches of deliverables, ICT, and data, emphasizing the need for a robust Security Management Plan prepared by the supplier. Compliance with established security policies and standards, conducting regular security tests, and maintaining an Information Security Management System (ISMS) are crucial elements. It also specifies procedures for managing and reporting security incidents, ensuring secure communications, and handling vulnerabilities through timely application of patches. The document underlines the importance of maintaining high security standards to protect sensitive information in all contractual engagements.",details,RM6116,Network Services 3,C:\Users\Naresh.Sampara\PycharmProjects\P16_Webpilot_API\Data\RM6116\RM6116-Call-Off-Schedule-9-Security-vFinal.odt,http://nvd.nist.gov/cvss.cfm,Rm6116-call-off-schedule-9-security-vfinal
"When staff no longer need elevated privileges or leave the organisation, their access rights shall be revoked within one (1) Working Day.Restricting and monitoring accessThe Supplier shall operate an access control regime to ensure all users and administrators of the ICT Environment (to the extent that the ICT Environment is within the control of the Supplier) are uniquely identified and authenticated when accessing or administering the Services. Applying the ‘principle of least privilege’, users and administrators shall be allowed access only to those parts of the ICT Environment that they require.",91,"Title: RM6116 Call Off Schedule 9 Security VFinal

Global Theme: Security requirements and management for contractual engagements.

Key Topics: 
- Definition and handling of security breaches.
- Development and maintenance of a Security Management Plan (SMP).
- Implementation and compliance with Information Security Management System (ISMS).
- Security standards and policies adherence.
- Procedures for security testing and audits.
- Managing and communicating security incidents.
- Ensuring secure data processing, storage, and transmission.
- Systematic vulnerability management and patching policies.

Summary: The document titled ""RM6116 Call Off Schedule 9 Security VFinal"" details security requirements for contracts under the Network Services 3 framework. It outlines definitions and protocols for handling unauthorized access or breaches of deliverables, ICT, and data, emphasizing the need for a robust Security Management Plan prepared by the supplier. Compliance with established security policies and standards, conducting regular security tests, and maintaining an Information Security Management System (ISMS) are crucial elements. It also specifies procedures for managing and reporting security incidents, ensuring secure communications, and handling vulnerabilities through timely application of patches. The document underlines the importance of maintaining high security standards to protect sensitive information in all contractual engagements.",details,RM6116,Network Services 3,C:\Users\Naresh.Sampara\PycharmProjects\P16_Webpilot_API\Data\RM6116\RM6116-Call-Off-Schedule-9-Security-vFinal.odt,http://nvd.nist.gov/cvss.cfm,Rm6116-call-off-schedule-9-security-vfinal
The Supplier shall retain an audit record of accesses.AuditThe Supplier shall collect audit records which relate to security events in the systems or that would support the analysis of potential and actual compromises. In order to facilitate effective monitoring and forensic readiness such Supplier audit records should (as a minimum) include:Logs to facilitate the identification of the specific asset which makes every outbound request external to the ICT Environment (to the extent that the ICT Environment is within the control of the Supplier).,83,"Title: RM6116 Call Off Schedule 9 Security VFinal

Global Theme: Security requirements and management for contractual engagements.

Key Topics: 
- Definition and handling of security breaches.
- Development and maintenance of a Security Management Plan (SMP).
- Implementation and compliance with Information Security Management System (ISMS).
- Security standards and policies adherence.
- Procedures for security testing and audits.
- Managing and communicating security incidents.
- Ensuring secure data processing, storage, and transmission.
- Systematic vulnerability management and patching policies.

Summary: The document titled ""RM6116 Call Off Schedule 9 Security VFinal"" details security requirements for contracts under the Network Services 3 framework. It outlines definitions and protocols for handling unauthorized access or breaches of deliverables, ICT, and data, emphasizing the need for a robust Security Management Plan prepared by the supplier. Compliance with established security policies and standards, conducting regular security tests, and maintaining an Information Security Management System (ISMS) are crucial elements. It also specifies procedures for managing and reporting security incidents, ensuring secure communications, and handling vulnerabilities through timely application of patches. The document underlines the importance of maintaining high security standards to protect sensitive information in all contractual engagements.",details,RM6116,Network Services 3,C:\Users\Naresh.Sampara\PycharmProjects\P16_Webpilot_API\Data\RM6116\RM6116-Call-Off-Schedule-9-Security-vFinal.odt,http://nvd.nist.gov/cvss.cfm,Rm6116-call-off-schedule-9-security-vfinal
"To the extent the design of the Deliverables allows such logs shall include those from DHCP servers, HTTP/HTTPS proxy servers, firewalls and routers.Security events generated in the ICT Environment (to the extent that the ICT Environment is within the control of the Supplier) and shall include:",46,"Title: RM6116 Call Off Schedule 9 Security VFinal

Global Theme: Security requirements and management for contractual engagements.

Key Topics: 
- Definition and handling of security breaches.
- Development and maintenance of a Security Management Plan (SMP).
- Implementation and compliance with Information Security Management System (ISMS).
- Security standards and policies adherence.
- Procedures for security testing and audits.
- Managing and communicating security incidents.
- Ensuring secure data processing, storage, and transmission.
- Systematic vulnerability management and patching policies.

Summary: The document titled ""RM6116 Call Off Schedule 9 Security VFinal"" details security requirements for contracts under the Network Services 3 framework. It outlines definitions and protocols for handling unauthorized access or breaches of deliverables, ICT, and data, emphasizing the need for a robust Security Management Plan prepared by the supplier. Compliance with established security policies and standards, conducting regular security tests, and maintaining an Information Security Management System (ISMS) are crucial elements. It also specifies procedures for managing and reporting security incidents, ensuring secure communications, and handling vulnerabilities through timely application of patches. The document underlines the importance of maintaining high security standards to protect sensitive information in all contractual engagements.",details,RM6116,Network Services 3,C:\Users\Naresh.Sampara\PycharmProjects\P16_Webpilot_API\Data\RM6116\RM6116-Call-Off-Schedule-9-Security-vFinal.odt,http://nvd.nist.gov/cvss.cfm,Rm6116-call-off-schedule-9-security-vfinal
"privileged account log-on and log-off events, the start and termination of remote access sessions, security alerts from desktops and server operating systems and security alerts from third party security software.The Supplier and the Buyer shall work together to establish any additional audit and monitoring requirements for the ICT Environment.The Supplier shall retain audit records collected in compliance with this Paragraph 8 for a period of at least 6 Months.Part B – Annex 2 - Security Management Plan[ ] 1 **Key Points:**1. **Breach of Security**:",84,"Title: RM6116 Call Off Schedule 9 Security VFinal

Global Theme: Security requirements and management for contractual engagements.

Key Topics: 
- Definition and handling of security breaches.
- Development and maintenance of a Security Management Plan (SMP).
- Implementation and compliance with Information Security Management System (ISMS).
- Security standards and policies adherence.
- Procedures for security testing and audits.
- Managing and communicating security incidents.
- Ensuring secure data processing, storage, and transmission.
- Systematic vulnerability management and patching policies.

Summary: The document titled ""RM6116 Call Off Schedule 9 Security VFinal"" details security requirements for contracts under the Network Services 3 framework. It outlines definitions and protocols for handling unauthorized access or breaches of deliverables, ICT, and data, emphasizing the need for a robust Security Management Plan prepared by the supplier. Compliance with established security policies and standards, conducting regular security tests, and maintaining an Information Security Management System (ISMS) are crucial elements. It also specifies procedures for managing and reporting security incidents, ensuring secure communications, and handling vulnerabilities through timely application of patches. The document underlines the importance of maintaining high security standards to protect sensitive information in all contractual engagements.",details,RM6116,Network Services 3,C:\Users\Naresh.Sampara\PycharmProjects\P16_Webpilot_API\Data\RM6116\RM6116-Call-Off-Schedule-9-Security-vFinal.odt,http://nvd.nist.gov/cvss.cfm,Rm6116-call-off-schedule-9-security-vfinal
"- Unauthorized access or use of deliverables, sites, ICT, information, or data. - Includes unauthorized disclosure or loss of confidential information and government data. - Details of breaches as per the Security Policy, which the Buyer mandates.2. **Security Management Plan**: - A plan prepared by the Supplier detailing security measures. - The plan is drafted and provided to the Buyer. - It is subject to updates over time.**Tables**:The document does not contain any tables. The provided text outlines definitions related to security breaches within a contractual context.",87,"Title: RM6116 Call Off Schedule 9 Security VFinal

Global Theme: Security requirements and management for contractual engagements.

Key Topics: 
- Definition and handling of security breaches.
- Development and maintenance of a Security Management Plan (SMP).
- Implementation and compliance with Information Security Management System (ISMS).
- Security standards and policies adherence.
- Procedures for security testing and audits.
- Managing and communicating security incidents.
- Ensuring secure data processing, storage, and transmission.
- Systematic vulnerability management and patching policies.

Summary: The document titled ""RM6116 Call Off Schedule 9 Security VFinal"" details security requirements for contracts under the Network Services 3 framework. It outlines definitions and protocols for handling unauthorized access or breaches of deliverables, ICT, and data, emphasizing the need for a robust Security Management Plan prepared by the supplier. Compliance with established security policies and standards, conducting regular security tests, and maintaining an Information Security Management System (ISMS) are crucial elements. It also specifies procedures for managing and reporting security incidents, ensuring secure communications, and handling vulnerabilities through timely application of patches. The document underlines the importance of maintaining high security standards to protect sensitive information in all contractual engagements.",details,RM6116,Network Services 3,C:\Users\Naresh.Sampara\PycharmProjects\P16_Webpilot_API\Data\RM6116\RM6116-Call-Off-Schedule-9-Security-vFinal.odt,http://nvd.nist.gov/cvss.cfm,Rm6116-call-off-schedule-9-security-vfinal
"Key points include:1. **Breach of Security**: This entails unauthorized access or use of goods, deliverables, sites, ICT, or data (including confidential and government data) associated with the contract.",28,"Title: RM6116 Call Off Schedule 9 Security VFinal

Global Theme: Security requirements and management for contractual engagements.

Key Topics: 
- Definition and handling of security breaches.
- Development and maintenance of a Security Management Plan (SMP).
- Implementation and compliance with Information Security Management System (ISMS).
- Security standards and policies adherence.
- Procedures for security testing and audits.
- Managing and communicating security incidents.
- Ensuring secure data processing, storage, and transmission.
- Systematic vulnerability management and patching policies.

Summary: The document titled ""RM6116 Call Off Schedule 9 Security VFinal"" details security requirements for contracts under the Network Services 3 framework. It outlines definitions and protocols for handling unauthorized access or breaches of deliverables, ICT, and data, emphasizing the need for a robust Security Management Plan prepared by the supplier. Compliance with established security policies and standards, conducting regular security tests, and maintaining an Information Security Management System (ISMS) are crucial elements. It also specifies procedures for managing and reporting security incidents, ensuring secure communications, and handling vulnerabilities through timely application of patches. The document underlines the importance of maintaining high security standards to protect sensitive information in all contractual engagements.",details,RM6116,Network Services 3,C:\Users\Naresh.Sampara\PycharmProjects\P16_Webpilot_API\Data\RM6116\RM6116-Call-Off-Schedule-9-Security-vFinal.odt,http://nvd.nist.gov/cvss.cfm,Rm6116-call-off-schedule-9-security-vfinal
"It also encompasses the loss or unauthorized disclosure of such information.2. **ISMS (Information Security Management System)**: A system and process developed by the Supplier to manage information security, as specified in Paragraph 3 of the contract, and updated periodically.3. **Security Tests**: These are tests conducted to validate the ISMS and assess the security of relevant processes, systems, incident response plans, vulnerability patches, and mitigations to breaches of security.These points emphasize the importance of maintaining stringent security measures and regular testing to protect sensitive information in contractual engagements.",87,"Title: RM6116 Call Off Schedule 9 Security VFinal

Global Theme: Security requirements and management for contractual engagements.

Key Topics: 
- Definition and handling of security breaches.
- Development and maintenance of a Security Management Plan (SMP).
- Implementation and compliance with Information Security Management System (ISMS).
- Security standards and policies adherence.
- Procedures for security testing and audits.
- Managing and communicating security incidents.
- Ensuring secure data processing, storage, and transmission.
- Systematic vulnerability management and patching policies.

Summary: The document titled ""RM6116 Call Off Schedule 9 Security VFinal"" details security requirements for contracts under the Network Services 3 framework. It outlines definitions and protocols for handling unauthorized access or breaches of deliverables, ICT, and data, emphasizing the need for a robust Security Management Plan prepared by the supplier. Compliance with established security policies and standards, conducting regular security tests, and maintaining an Information Security Management System (ISMS) are crucial elements. It also specifies procedures for managing and reporting security incidents, ensuring secure communications, and handling vulnerabilities through timely application of patches. The document underlines the importance of maintaining high security standards to protect sensitive information in all contractual engagements.",details,RM6116,Network Services 3,C:\Users\Naresh.Sampara\PycharmProjects\P16_Webpilot_API\Data\RM6116\RM6116-Call-Off-Schedule-9-Security-vFinal.odt,http://nvd.nist.gov/cvss.cfm,Rm6116-call-off-schedule-9-security-vfinal
