,id,Classification
3608,RM6187-T3-Non-Disclosure-Agreement-NDA--20250626-7099,details
3609,RM6187-T3-Non-Disclosure-Agreement-NDA--20250626-7125,details
3610,RM6187-T3-Non-Disclosure-Agreement-NDA--20250626-7141,details
3611,RM6187-T4-Request-for-Information---20250626-7154,details
3612,RM6187-T4-Request-for-Information---20250626-7163,details
3613,RM6264-DPS-Joint-Schedule-7-Financial-Difficulties-v10--20250626-7688,details
3614,RM6264-DPS-Joint-Schedule-8-Guarantee-v10--20250626-7702,details
3615,RM6264-DPS-Joint-Schedule-8-Guarantee-v10--20250626-7704,details
3616,RM6264-DPS-Joint-Schedule-8-Guarantee-v10--20250626-7709,details
3617,RM6264-DPS-Order-Schedule-1-Transparency-Reports-v10--20250626-7718,details
3618,RM6264-DPS-Order-Schedule-10-Exit-Management-v10--20250626-7721,details
3619,RM6264-DPS-Order-Schedule-10-Exit-Management-v10--20250626-7722,details
3620,RM6264-DPS-Order-Schedule-10-Exit-Management-v10--20250626-7727,details
3621,RM6264-DPS-Order-Schedule-13-Implementation-Plan-and-Testing-v10--20250626-7770,details
3622,RM6264-DPS-Joint-Schedule-11-Processing-Data-v10--20250626-7575,details
3623,RM6264-DPS-Joint-Schedule-11-Processing-Data-v10--20250626-7578,details
3624,RM6264-DPS-Joint-Schedule-3-Insurance-Requirements-v10--20250626-7602,details
3625,RM6264-DPS-Joint-Schedule-5-Corporate-Social-Responsibility-v10--20250626-7614,details
3626,RM6264-DPS-Joint-Schedule-6-Key-Subcontractors-v10--20250626-7625,details
3627,RM6264-DPS-Joint-Schedule-6-Key-Subcontractors-v10--20250626-7629,details
3628,RM6264-DPS-Joint-Schedule-7-Financial-Difficulties-v10--20250626-7638,details
3629,RM6264-DPS-Joint-Schedule-7-Financial-Difficulties-v10--20250626-7644,details
3630,RM6264-DPS-Buyer-Guide-v30--20250626-7501,details
3631,RM6264-DPS-Joint-Schedule-1-Definitions-v10--20250626-7516,details
3632,RM6264-DPS-Joint-Schedule-10-Rectification-Plan-v10--20250626-7520,details
3633,RM6264-DPS-Joint-Schedule-11-Processing-Data-v10--20250626-7522,details
3634,RM6264-DPS-Joint-Schedule-11-Processing-Data-v10--20250626-7538,details
3635,RM6264-DPS-Joint-Schedule-11-Processing-Data-v10--20250626-7546,details
3636,RM6264-DPS-Joint-Schedule-11-Processing-Data-v10--20250626-7571,details
3637,RM6264-Attachment-2-How-to-Bid-v1--20250626-7391,details
3638,RM6264-Attachment-2-How-to-Bid-v1--20250626-7429,details
3639,RM6264-Attachment-3-Specification-v20--20250626-7437,details
3640,RM6264-Capability-Assessment-Template-v10--20250626-7441,details
3641,RM6264-Capability-Assessment-Template-v10--20250626-7442,details
3642,RM6264-Contract-Award-Notification-v10--20250626-7446,details
3643,RM6264-DPS-Order-Schedule-2-Staff-Transfer-v10--20250626-8084,details
3644,RM6264-DPS-Order-Schedule-2-Staff-Transfer-v10--20250626-8095,details
3645,RM6264-DPS-Order-Schedule-2-Staff-Transfer-v10--20250626-8097,details
3646,RM6264-DPS-Order-Schedule-23-HMRC-v10--20250626-8138,details
3647,RM6264-DPS-Order-Schedule-23-HMRC-v10--20250626-8139,details
3648,RM6264-DPS-Order-Schedule-25-Billable-Works-and-Projects-v10--20250626-8146,details
3649,RM6264-DPS-Order-Schedule-25-Billable-Works-and-Projects-v10--20250626-8159,details
3650,RM6264-DPS-Order-Schedule-25-Billable-Works-and-Projects-v10--20250626-8162,details
3651,RM6264-DPS-Order-Schedule-27-Construction-Contracts-v10--20250626-8180,details
3652,RM6264-DPS-Order-Schedule-2-Staff-Transfer-v10--20250626-7988,details
3653,RM6264-DPS-Order-Schedule-2-Staff-Transfer-v10--20250626-8012,details
3654,RM6264-DPS-Order-Schedule-2-Staff-Transfer-v10--20250626-8018,details
3655,RM6264-DPS-Order-Schedule-2-Staff-Transfer-v10--20250626-8041,details
3656,RM6264-DPS-Order-Schedule-2-Staff-Transfer-v10--20250626-8065,details
3657,RM6264-DPS-Order-Schedule-2-Staff-Transfer-v10--20250626-8076,details
3658,RM6264-DPS-Order-Schedule-2-Staff-Transfer-v10--20250626-8077,details
3659,RM6264-DPS-Order-Schedule-19-Scottish-Law-v10--20250626-7891,details
3660,RM6264-DPS-Order-Schedule-2-Staff-Transfer-v10--20250626-7919,details
3661,RM6264-DPS-Order-Schedule-2-Staff-Transfer-v10--20250626-7927,details
3662,RM6264-DPS-Order-Schedule-2-Staff-Transfer-v10--20250626-7955,details
3663,RM6264-DPS-Order-Schedule-13-Implementation-Plan-and-Testing-v10--20250626-7803,details
3664,RM6264-DPS-Order-Schedule-13-Implementation-Plan-and-Testing-v10--20250626-7806,details
3665,RM6264-DPS-Order-Schedule-16-Benchmarking-v10--20250626-7859,details
3666,RM6264-DPS-Schedule-1-Specification-v10--20250626-8485,details
3667,RM6264-DPS-Schedule-1-Specification-v10--20250626-8496,details
3668,RM6264-DPS-Schedule-1-Specification-v10--20250626-8503,details
3669,RM6264-DPS-Schedule-1-Specification-v10--20250626-8520,details
3670,RM6264-DPS-Schedule-1-Specification-v10--20250626-8542,details
3671,RM6264-DPS-Schedule-1-Specification-v10--20250626-8549,details
3672,RM6264-DPS-Schedule-1-Specification-v10--20250626-8551,details
3673,RM6264-DPS-Schedule-1-Specification-v10--20250626-8553,details
3674,RM6264-DPS-Schedule-1-Specification-v10--20250626-8554,details
3675,RM6264-DPS-Schedule-1-Specification-v10--20250626-8563,details
3676,RM6264-DPS-Schedule-1-Specification-v10--20250626-8567,details
3677,RM6264-DPS-Order-Schedule-27-Construction-Contracts-v10--20250626-8187,details
3678,RM6264-DPS-Order-Schedule-27-Construction-Contracts-v10--20250626-8188,details
3679,RM6264-DPS-Order-Schedule-27-Construction-Contracts-v10--20250626-8190,details
3680,RM6264-DPS-Order-Schedule-3-Continuous-Improvement-v10--20250626-8194,details
3681,RM6264-DPS-Order-Schedule-3-Continuous-Improvement-v10--20250626-8198,details
3682,RM6264-DPS-Order-Schedule-5-Pricing-Details-v10--20250626-8215,details
3683,RM6264-DPS-Order-Schedule-5-Pricing-Details-v10--20250626-8225,details
3684,RM6264-DPS-Order-Schedule-5-Pricing-Details-v10--20250626-8232,details
3685,RM6264-DPS-Order-Schedule-6-ICT-Services-v10--20250626-8244,details
3686,RM6264-DPS-Order-Schedule-7-Key-Supplier-Staff-v10--20250626-8271,details
3687,RM6264-DPS-Order-Schedule-8-Business-Continuity-and-Disaster-Recovery-v10--20250626-8282,details
3688,RM6264-DPS-Order-Schedule-8-Business-Continuity-and-Disaster-Recovery-v10--20250626-8287,details
3689,RM6264-DPS-Order-Schedule-8-Business-Continuity-and-Disaster-Recovery-v10--20250626-8290,details
3690,RM6264-DPS-Order-Schedule-8-Business-Continuity-and-Disaster-Recovery-v10--20250626-8303,details
3691,RM6264-DPS-Order-Schedule-8-Business-Continuity-and-Disaster-Recovery-v10--20250626-8325,details
3692,RM6264-DPS-Order-Schedule-8-Business-Continuity-and-Disaster-Recovery-v10--20250626-8335,details
3693,RM6264-DPS-Order-Schedule-9-Security-v10--20250626-8345,details
3694,RM6264-DPS-Order-Schedule-9-Security-v10--20250626-8349,details
3695,RM6264-DPS-Order-Schedule-9-Security-v10--20250626-8368,details
3696,RM6264-DPS-Order-Schedule-9-Security-v10--20250626-8411,details
3697,RM6264-DPS-Order-Schedule-9-Security-v10--20250626-8419,details
3698,RM6264-DPS-Order-Schedule-9-Security-v10--20250626-8420,details
3699,RM6264-DPS-Schedule-1-Specification-v10--20250626-8437,details
3700,RM6264-DPS-Schedule-1-Specification-v10--20250626-8440,details
3701,RM6264-DPS-Schedule-1-Specification-v10--20250626-8463,details
3702,RM6264-DPS-Schedule-7-Order-Procedure-v10--20250626-8789,details
3703,RM6264-DPS-Schedule-7-Order-Procedure-v10--20250626-8799,details
3704,RM6264-DPS-Schedule-7-Order-Procedure-v10--20250626-8802,details
3705,RM6264-DPS-Schedule-7-Order-Procedure-v10--20250626-8806,details
3706,RM6264-DPS-Schedule-8-Self-Audit-Certificate-v10--20250626-8807,details
3707,RM6264-DPS-Schedule-9-Cyber-Essentials-Scheme-v10--20250626-8814,details
3708,RM6264-DPS-Schedule-9-Cyber-Essentials-Scheme-v10--20250626-8815,details
3709,RM6264-Supplier-Outcome-Letter-Successful-v10--20250626-8829,details
3710,Become_a_supplier_on_a_Crown_Commercial_Service_framework_agreement--20250626-8837,startup
3711,Become_a_supplier_on_a_Crown_Commercial_Service_framework_agreement--20250626-8840,startup
3712,Become_a_supplier_on_a_Dynamic_Purchasing_System--20250626-8853,startup
3713,Find_tender_opportunities--20250626-8865,startup
3714,Help_end_modern_slavery_with_your_buying_decisions--20250626-8886,startup
3715,How_to_buy_through_Contract_Award_Service--20250626-8902,startup
3716,How_to_buy_through_Crown_Commercial_Service--20250626-8909,startup
3717,How_to_supply_through_Crown_Commercial_Service--20250626-8913,startup
3718,How_to_supply_through_Crown_Commercial_Service--20250626-8919,startup
3719,How_to_write_a_winning_bid_a_supplier_guide_to_successful_tender_responses--20250626-8927,startup
3720,How_to_write_a_winning_bid_a_supplier_guide_to_successful_tender_responses--20250626-8933,startup
3721,Construction_Works_and_Associated_Services--20250626-8961,recommendation
3722,Technology_Services_3--20250626-8966,recommendation
3723,Legal_Services_Panel--20250626-8986,recommendation
3724,RM6264-DPS-Schedule-1-Specification-v10--20250626-8603,details
3725,RM6264-DPS-Schedule-1-Specification-v10--20250626-8617,details
3726,RM6264-DPS-Schedule-1-Specification-v10--20250626-8619,details
3727,RM6264-DPS-Schedule-1-Specification-v10--20250626-8621,details
3728,RM6264-DPS-Schedule-1-Specification-v10--20250626-8628,details
3729,RM6264-DPS-Schedule-1-Specification-v10--20250626-8684,details
3730,RM6264-DPS-Schedule-1-Specification-v10--20250626-8698,details
3731,RM6264-DPS-Schedule-4-DPS-Management-v10-1--20250626-8725,details
3732,RM6264-DPS-Schedule-4-DPS-Management-v10-1--20250626-8726,details
3733,RM6264-DPS-Schedule-5-Management-Levy-and-Information-v10-1--20250626-8744,details
3734,RM6264-DPS-Schedule-5-Management-Levy-and-Information-v10-1--20250626-8755,details
3735,RM6264-DPS-Schedule-6-Order-form-template-and-order-schedules-v10--20250626-8766,details
3736,Storage_Distribution_Kitting_and_Associated_Services--20250626-9033,recommendation
3737,Workforce_Solutions--20250626-9036,recommendation
3738,G-Cloud_14--20250626-9067,recommendation
3739,Workforce_Improvement_Services--20250626-9087,recommendation
3740,Automation_Marketplace_DPS--20250626-9093,recommendation
3741,Learning_and_Training_Services_DPS--20250626-9109,recommendation
3742,Permanent_Recruitment_2--20250626-9113,recommendation
3743,Non_Clinical_Staffing--20250626-9137,recommendation
3744,Postal_Services__Solutions--20250626-9140,recommendation
3745,Demand_Management__Renewables_Framework--20250626-9158,recommendation
3746,Logistics_Warehousing_and_Supply_Chain_Solutions--20250626-9163,recommendation
3747,RM10438_Call-Off-Schedule-17-MOD-Terms-v10--20250626-307,details
3748,RM10438_Call-Off-Schedule-17-MOD-Terms-v10--20250626-308,details
3749,RM10438_Call-Off-Schedule-18-Background-Checks-v10--20250626-313,details
3750,RM10438_Call-Off-Schedule-2-Staff-Transfer-v10--20250626-326,details
3751,RM10438_Call-Off-Schedule-2-Staff-Transfer-v10--20250626-327,details
3752,RM10438_Call-Off-Schedule-2-Staff-Transfer-v10--20250626-338,details
3753,RM10438_Call-Off-Schedule-2-Staff-Transfer-v10--20250626-354,details
3754,RM10438_Call-Off-Schedule-2-Staff-Transfer-v10--20250626-377,details
3755,RM10438_Call-Off-Schedule-2-Staff-Transfer-v10--20250626-382,details
3756,RM10438_Call-Off-Schedule-2-Staff-Transfer-v10--20250626-389,details
3757,RM10438_Call-Off-Schedule-2-Staff-Transfer-v10--20250626-390,details
3758,RM10438_Call-Off-Schedule-2-Staff-Transfer-v10--20250626-392,details
3759,RM10438_Call-Off-Schedule-2-Staff-Transfer-v10--20250626-393,details
3760,RM10438_Call-Off-Schedule-2-Staff-Transfer-v10--20250626-401,details
3761,RM10438_Call-Off-Schedule-10-Exit-Management-v10--20250626-111,details
3762,RM10438_Call-Off-Schedule-10-Exit-Management-v10--20250626-126,details
3763,RM10438_Call-Off-Schedule-10-Exit-Management-v10--20250626-127,details
3764,RM10438_Call-Off-Schedule-10-Exit-Management-v10--20250626-143,details
3765,RM10438_Call-Off-Schedule-12-Clustering-v10--20250626-144,details
3766,RM10438_Call-Off-Schedule-12-Clustering-v10--20250626-153,details
3767,RM10438_Call-Off-Schedule-13-Implementation-Plan-and-Testing-v10--20250626-176,details
3768,RM10438_Call-Off-Schedule-13-Implementation-Plan-and-Testing-v10--20250626-178,details
3769,RM10438_Call-Off-Schedule-13-Implementation-Plan-and-Testing-v10--20250626-180,details
3770,RM10438_Call-Off-Schedule-13-Implementation-Plan-and-Testing-v10--20250626-186,details
3771,RM10438_Call-Off-Schedule-2-Staff-Transfer-v10--20250626-418,details
3772,RM10438_Call-Off-Schedule-2-Staff-Transfer-v10--20250626-419,details
3773,RM10438_Call-Off-Schedule-2-Staff-Transfer-v10--20250626-426,details
3774,RM10438_Call-Off-Schedule-2-Staff-Transfer-v10--20250626-438,details
3775,RM10438_Call-Off-Schedule-2-Staff-Transfer-v10--20250626-442,details
3776,RM10438_Call-Off-Schedule-2-Staff-Transfer-v10--20250626-448,details
3777,RM10438_Call-Off-Schedule-2-Staff-Transfer-v10--20250626-449,details
3778,RM10438_Call-Off-Schedule-2-Staff-Transfer-v10--20250626-453,details
3779,RM10438_Call-Off-Schedule-2-Staff-Transfer-v10--20250626-491,details
3780,7319-23-Supplier-marketing-toolkit-1--20250626-14,details
3781,RM10438-DOS-6-Buyer-Guide-v11--20250626-35,details
3782,RM10438-DOS-6-Buyer-Guide-v11--20250626-37,details
3783,RM10438-DOS-6-Buyer-Guide-v11--20250626-51,details
3784,RM10438-DOS-6-Buyer-Guide-v11--20250626-55,details
3785,RM10438-DOS-6-Buyer-Guide-v11--20250626-58,details
3786,RM10438-key-changes-DOS5-to-DOS6--20250626-76,details
3787,RM10438_Call-Off-Schedule-13-Implementation-Plan-and-Testing-v10--20250626-209,details
3788,RM10438_Call-Off-Schedule-14-Service-Levels-and-Balanced-Scorecard-v10--20250626-242,details
3789,RM10438_Call-Off-Schedule-14-Service-Levels-and-Balanced-Scorecard-v10--20250626-256,details
3790,RM10438_Call-Off-Schedule-15-Call-Off-Contract-Management-v10--20250626-270,details
3791,RM10438_Call-Off-Schedule-16-Benchmarking-v10--20250626-274,details
3792,RM10438_Call-Off-Schedule-16-Benchmarking-v10--20250626-281,details
3793,RM10438_Call-Off-Schedule-2-Staff-Transfer-v10--20250626-508,details
3794,RM10438_Call-Off-Schedule-2-Staff-Transfer-v10--20250626-525,details
3795,RM10438_Call-Off-Schedule-2-Staff-Transfer-v10--20250626-555,details
3796,RM10438_Call-Off-Schedule-2-Staff-Transfer-v10--20250626-559,details
3797,RM10438_Call-Off-Schedule-2-Staff-Transfer-v10--20250626-563,details
3798,RM10438_Call-Off-Schedule-2-Staff-Transfer-v10--20250626-564,details
3799,RM10438_Call-Off-Schedule-2-Staff-Transfer-v10--20250626-569,details
3800,RM10438_Call-Off-Schedule-2-Staff-Transfer-v10--20250626-576,details
3801,RM10438_Call-Off-Schedule-2-Staff-Transfer-v10--20250626-582,details
3802,RM10438_Call-Off-Schedule-2-Staff-Transfer-v10--20250626-590,details
3803,RM10438_Call-Off-Schedule-2-Staff-Transfer-v10--20250626-596,details
3804,RM10438_Call-Off-Schedule-21-Northern-Ireland-Law-v10--20250626-602,details
3805,RM10438_Call-Off-Schedule-5-Pricing-Details-and-Expenses-Policy-v10--20250626-722,details
3806,RM10438_Call-Off-Schedule-6-Intellectual-Property-Rights-and-Additional-Terms-on-Digital-Deliverables-v10--20250626-734,details
3807,RM10438_Call-Off-Schedule-6-Intellectual-Property-Rights-and-Additional-Terms-on-Digital-Deliverables-v10--20250626-755,details
3808,RM10438_Call-Off-Schedule-6-Intellectual-Property-Rights-and-Additional-Terms-on-Digital-Deliverables-v10--20250626-759,details
3809,RM10438_Call-Off-Schedule-6-Intellectual-Property-Rights-and-Additional-Terms-on-Digital-Deliverables-v10--20250626-760,details
3810,RM10438_Call-Off-Schedule-6-Intellectual-Property-Rights-and-Additional-Terms-on-Digital-Deliverables-v10--20250626-761,details
3811,RM10438_Call-Off-Schedule-6-Intellectual-Property-Rights-and-Additional-Terms-on-Digital-Deliverables-v10--20250626-768,details
3812,RM10438_Call-Off-Schedule-8-Business-Continuity-and-Disaster-Recovery-v10--20250626-791,details
3813,RM10438_Call-Off-Schedule-8-Business-Continuity-and-Disaster-Recovery-v10--20250626-793,details
3814,RM10438_Call-Off-Schedule-23-HMRC-Terms-v10--20250626-613,details
3815,RM10438_Call-Off-Schedule-23-HMRC-Terms-v10--20250626-614,details
3816,RM10438_Call-Off-Schedule-23-HMRC-Terms-v10--20250626-647,details
3817,RM10438_Call-Off-Schedule-25-Ethical-Walls-Agreement-v20--20250626-656,details
3818,RM10438_Call-Off-Schedule-25-Ethical-Walls-Agreement-v20--20250626-662,details
3819,RM10438_Call-Off-Schedule-26-Cyber-Essentials-Scheme-v10--20250626-702,details
3820,RM10438_Call-Off-Schedule-9-Security-v20--20250626-811,details
3821,RM10438_Call-Off-Schedule-9-Security-v20--20250626-831,details
3822,RM10438_Call-Off-Schedule-9-Security-v20--20250626-842,details
3823,RM10438_Call-Off-Schedule-9-Security-v20--20250626-871,details
3824,RM10438_Call-Off-Schedule-9-Security-v20--20250626-877,details
3825,RM10438_Call-Off-Schedule-9-Security-v20--20250626-890,details
3826,RM10438_Framework-Schedule-4-Framework-Management-v10--20250626-1118,details
3827,RM10438_Framework-Schedule-5-Management-Charges-and-Information-v20--20250626-1138,details
3828,RM10438_Framework-Schedule-5-Management-Charges-and-Information-v20--20250626-1142,details
3829,RM10438_Framework-Schedule-5-Management-Charges-and-Information-v20--20250626-1144,details
3830,RM10438_Framework-Schedule-6-Order-Form-Template-Statement-of-Work-Template-and-Call-Off-Schedules-v20_1--20250626-1169,details
3831,RM10438_Framework-Schedule-6-Order-Form-Template-Statement-of-Work-Template-and-Call-Off-Schedules-v20_1--20250626-1173,details
3832,RM10438_Framework-Schedule-6-Order-Form-Template-Statement-of-Work-Template-and-Call-Off-Schedules-v20_1--20250626-1175,details
3833,RM10438_Framework-Schedule-6-Order-Form-Template-Statement-of-Work-Template-and-Call-Off-Schedules-v20_1--20250626-1179,details
3834,RM10438_Framework-Schedule-6-Order-Form-Template-Statement-of-Work-Template-and-Call-Off-Schedules-v20_1--20250626-1184,details
3835,RM10438_Framework-Schedule-6-Order-Form-Template-Statement-of-Work-Template-and-Call-Off-Schedules-v20_1--20250626-1187,details
3836,RM10438_Framework-Schedule-6-Order-Form-Template-Statement-of-Work-Template-and-Call-Off-Schedules-v20--20250626-1208,details
3837,RM10438_Framework-Award-Form-v20-1--20250626-1025,details
3838,RM10438_Framework-Schedule-1-Specification-v10-1--20250626-1050,details
3839,RM10438_Framework-Schedule-1-Specification-v10-1--20250626-1056,details
3840,RM10438_Framework-Schedule-1-Specification-v10-1--20250626-1066,details
3841,RM10438_Framework-Schedule-1-Specification-v10-1--20250626-1073,details
3842,RM10438_Framework-Schedule-3-Framework-Prices-v10-1--20250626-1082,details
3843,RM10438_Framework-Schedule-3-Framework-Prices-v10-1--20250626-1085,details
3844,RM10438_Framework-Schedule-3-Framework-Prices-v10-1--20250626-1087,details
3845,RM10438_Framework-Schedule-3-Framework-Prices-v10-1--20250626-1095,details
3846,RM10438_Framework-Schedule-4-Framework-Management-v10--20250626-1099,details
3847,RM10438_Framework-Schedule-4-Framework-Management-v10--20250626-1101,details
3848,RM10438_Core-Terms-v3011--20250626-929,details
3849,RM10438_Core-Terms-v3011--20250626-959,details
3850,RM10438_Core-Terms-v3011--20250626-966,details
3851,RM10438_Core-Terms-v3011--20250626-987,details
3852,RM10438_Core-Terms-v3011--20250626-992,details
3853,RM10438_Core-Terms-v3011--20250626-997,details
3854,RM10438_Framework-Schedule-6-Order-Form-Template-Statement-of-Work-Template-and-Call-Off-Schedules-v20--20250626-1231,details
3855,RM10438_Framework-Schedule-7-Call-Off-Award-Procedure-v10--20250626-1245,details
3856,RM10438_Framework-Schedule-7-Call-Off-Award-Procedure-v10--20250626-1257,details
3857,RM10438_Joint-Schedule-1-Definitions-v10--20250626-1291,details
3858,RM10438_Joint-Schedule-1-Definitions-v10--20250626-1304,details
3859,RM10438_Joint-Schedule-1-Definitions-v10--20250626-1414,details
3860,RM10438_Joint-Schedule-10-Rectification-Plan-v10--20250626-1421,details
3861,RM10438_Joint-Schedule-11-Processing-Data-v10--20250626-1432,details
3862,RM10438_Joint-Schedule-11-Processing-Data-v10--20250626-1434,details
3863,RM10438_Joint-Schedule-11-Processing-Data-v10--20250626-1439,details
3864,RM10438_Joint-Schedule-11-Processing-Data-v10--20250626-1441,details
3865,RM10438_Joint-Schedule-11-Processing-Data-v10--20250626-1448,details
3866,RM10438_Joint-Schedule-11-Processing-Data-v10--20250626-1452,details
3867,RM10438_Joint-Schedule-11-Processing-Data-v10--20250626-1454,details
3868,RM10438_Joint-Schedule-11-Processing-Data-v10--20250626-1457,details
3869,RM10438_Joint-Schedule-11-Processing-Data-v10--20250626-1464,details
3870,RM10438_Joint-Schedule-2-Variation-Form-v10--20250626-1509,details
3871,RM10438_Joint-Schedule-2-Variation-Form-v10--20250626-1513,details
3872,Why_you_cant_use_the_RM1043_8--20250626-1639,details
3873,RM6098-Aggregation-case-studies-v4-1--20250626-1650,details
3874,RM6098-Buyer-guidance-to-the-public-sector-contract-v41_1--20250626-1667,details
3875,RM6098-Buyer-guidance-to-the-public-sector-contract-v41_1--20250626-1671,details
3876,RM6098-Buyer-guidance-to-the-public-sector-contract-v41_1--20250626-1685,details
3877,RM6098-Buyer-guidance-to-the-public-sector-contract-v41_1--20250626-1686,details
3878,RM6098-Buyer-guidance-to-the-public-sector-contract-v41_1--20250626-1691,details
3879,RM6098-Buyer-guidance-to-the-public-sector-contract-v41_1--20250626-1699,details
3880,RM6098-Buyer-guidance-to-the-public-sector-contract-v41_1--20250626-1707,details
3881,RM6098-Buyer-guidance-to-the-public-sector-contract-v41_1--20250626-1710,details
3882,RM6098-Buyer-guidance-to-the-public-sector-contract-v41_1--20250626-1715,details
3883,RM10438_Joint-Schedule-1-Definitions-v10--20250626-1326,details
3884,RM10438_Joint-Schedule-1-Definitions-v10--20250626-1331,details
3885,RM10438_Joint-Schedule-1-Definitions-v10--20250626-1339,details
3886,RM10438_Joint-Schedule-1-Definitions-v10--20250626-1340,details
3887,RM10438_Joint-Schedule-1-Definitions-v10--20250626-1355,details
3888,RM10438_Joint-Schedule-1-Definitions-v10--20250626-1370,details
3889,RM10438_Joint-Schedule-1-Definitions-v10--20250626-1374,details
3890,RM10438_Joint-Schedule-1-Definitions-v10--20250626-1405,details
3891,RM10438_Joint-Schedule-1-Definitions-v10--20250626-1409,details
3892,RM10438_Joint-Schedule-5-Corporate-Social-Responsibility-v10--20250626-1535,details
3893,RM10438_Joint-Schedule-5-Corporate-Social-Responsibility-v10--20250626-1537,details
3894,RM10438_Joint-Schedule-5-Corporate-Social-Responsibility-v10--20250626-1542,details
3895,RM10438_Joint-Schedule-6-Key-Subcontractors-v10--20250626-1549,details
3896,RM10438_Joint-Schedule-8-Guarantee-v10--20250626-1576,details
3897,RM10438_Joint-Schedule-8-Guarantee-v10--20250626-1587,details
3898,RM10438_Joint-Schedule-8-Guarantee-v10--20250626-1593,details
3899,RM10438_Joint-Schedule-8-Guarantee-v10--20250626-1603,details
3900,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2023,details
3901,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2031,details
3902,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2036,details
3903,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2041,details
3904,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2045,details
3905,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2052,details
3906,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2057,details
3907,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2061,details
3908,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2072,details
3909,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2090,details
3910,RM6098-Buyer-guidance-to-the-public-sector-contract-v41_1--20250626-1724,details
3911,RM6098-Buyer-guidance-to-the-public-sector-contract-v41_1--20250626-1733,details
3912,RM6098-Buyer-guidance-to-the-public-sector-contract-v41_1--20250626-1736,details
3913,RM6098-Buyer-guide-v81_1--20250626-1741,details
3914,RM6098-Buyer-guide-v81_1--20250626-1752,details
3915,RM6098-Buyer-guide-v81_1--20250626-1771,details
3916,RM6098-Buyer-guide-v81_1--20250626-1783,details
3917,RM6098-Buyer-guide-v81_1--20250626-1802,details
3918,RM6098-Call-Off-Schedule-13-Implementation-Plan-and-Testing-v10--20250626-1924,details
3919,RM6098-Call-Off-Schedule-14-Service-Levels-v10--20250626-1948,details
3920,RM6098-Call-Off-Schedule-14-Service-Levels-v10--20250626-1955,details
3921,RM6098-Call-Off-Schedule-16-Benchmarking-v10--20250626-1975,details
3922,RM6098-Call-Off-schedule-17-MOD-terms-v11--20250626-1982,details
3923,RM6098-Call-Off-schedule-17-MOD-terms-v11--20250626-1983,details
3924,RM6098-Call-Off-schedule-17-MOD-terms-v11--20250626-1989,details
3925,RM6098-Call-Off-Schedule-10-Exit-Management-v20--20250626-1860,details
3926,RM6098-Call-Off-Schedule-10-Exit-Management-v20--20250626-1868,details
3927,RM6098-Call-Off-Schedule-13-Implementation-Plan-and-Testing-v10--20250626-1889,details
3928,RM6098-Call-Off-Schedule-13-Implementation-Plan-and-Testing-v10--20250626-1892,details
3929,RM6098-Call-Off-Schedule-13-Implementation-Plan-and-Testing-v10--20250626-1917,details
3930,RM6098-Call-Off-Schedule-22-Lease-Terms-FINANCIAL-LEASE-v11--20250626-2331,details
3931,RM6098-Call-Off-Schedule-22-Lease-Terms-FINANCIAL-LEASE-v11--20250626-2336,details
3932,RM6098-Call-Off-Schedule-22-Lease-Terms-OPERATIONAL-LEASE-v11--20250626-2362,details
3933,RM6098-Call-Off-Schedule-22-Lease-Terms-OPERATIONAL-LEASE-v11--20250626-2372,details
3934,RM6098-Call-Off-Schedule-22-Lease-Terms-OPERATIONAL-LEASE-v11--20250626-2377,details
3935,RM6098-Call-Off-Schedule-22-Lease-Terms-OPERATIONAL-LEASE-v11--20250626-2380,details
3936,RM6098-Call-Off-Schedule-22-Lease-Terms-OPERATIONAL-LEASE-v11--20250626-2390,details
3937,RM6098-Call-Off-Schedule-22-Lease-Terms-OPERATIONAL-LEASE-v11--20250626-2408,details
3938,RM6098-Call-Off-Schedule-22-Lease-Terms-OPERATIONAL-LEASE-v11--20250626-2414,details
3939,RM6098-Call-Off-Schedule-22-Lease-Terms-OPERATIONAL-LEASE-v11--20250626-2418,details
3940,RM6098-Call-Off-Schedule-22-Lease-Terms-OPERATIONAL-LEASE-v11--20250626-2423,details
3941,RM6098-Call-Off-Schedule-22-Lease-Terms-OPERATIONAL-LEASE-v11--20250626-2426,details
3942,RM6098-Call-Off-Schedule-22-Lease-Terms-OPERATIONAL-LEASE-v11--20250626-2427,details
3943,RM6098-Call-Off-Schedule-22-Lease-Terms-OPERATIONAL-LEASE-v11--20250626-2434,details
3944,RM6098-Call-Off-Schedule-22-Lease-Terms-OPERATIONAL-LEASE-v11--20250626-2442,details
